"code"	"d_z"	"check_code"	"name"	"automatic"	"license_type_code"	"d_lic"	"code"	"short_name"
2	Заявление о продлении	2038	Приказ на проведение оценки соответствия организации лицензионным требованиям		4	производство, хранение, поставки и розничная продажа произведенной сельскохозяйственными производителями винодельческой продукции	4	ПХПРП_СХП
2	Заявление о продлении	2039	Проведение оценки соответствия организации лицензионным требованиям		4	производство, хранение, поставки и розничная продажа произведенной сельскохозяйственными производителями винодельческой продукции	4	ПХПРП_СХП
2	Заявление о продлении	2040	Рассмотрение результатов оценки соответствия организации лицензионным требованиям		4	производство, хранение, поставки и розничная продажа произведенной сельскохозяйственными производителями винодельческой продукции	4	ПХПРП_СХП
2	Заявление о продлении	2041	Решение о выдаче лицензии (продлении/переоформлении/возобновлении/прекращении)		4	производство, хранение, поставки и розничная продажа произведенной сельскохозяйственными производителями винодельческой продукции	4	ПХПРП_СХП
2	Заявление о продлении	2047	Внесение данных в государственный реестр лицензий		4	производство, хранение, поставки и розничная продажа произведенной сельскохозяйственными производителями винодельческой продукции	4	ПХПРП_СХП
2	Заявление о продлении	2048	Направление заявителю выписки из государственного реестра лицензий		4	производство, хранение, поставки и розничная продажа произведенной сельскохозяйственными производителями винодельческой продукции	4	ПХПРП_СХП
2	Заявление о продлении	2042	Решение об отказе в выдаче лицензии (продлении/переоформлении/возобновлении/прекращении)		4	производство, хранение, поставки и розничная продажа произведенной сельскохозяйственными производителями винодельческой продукции	4	ПХПРП_СХП
2	Заявление о продлении	1015	Поступление заявления о выдаче (продлении/переоформлении/возобновлении/прекращении)		5	производство, хранение и поставки произведенной спиртосодержащей пищевой продукции	5	ПХП_ССПП
2	Заявление о продлении	2034	Запрос на проверку государственной регистрации ИП	true	5	производство, хранение и поставки произведенной спиртосодержащей пищевой продукции	5	ПХП_ССПП
2	Заявление о продлении	2035	Запрос на проверку статуса ИП	true	5	производство, хранение и поставки произведенной спиртосодержащей пищевой продукции	5	ПХП_ССПП
2	Заявление о продлении	2036	Запрос на проверку постановки ИП на учет в налоговом органе	true	5	производство, хранение и поставки произведенной спиртосодержащей пищевой продукции	5	ПХП_ССПП
2	Заявление о продлении	1021	Запрос на проверку отсутствия налоговой задолженности	true	5	производство, хранение и поставки произведенной спиртосодержащей пищевой продукции	5	ПХП_ССПП
2	Заявление о продлении	2022	Запрос на проверку наличия/отсутствия штрафов	true	5	производство, хранение и поставки произведенной спиртосодержащей пищевой продукции	5	ПХП_ССПП
2	Заявление о продлении	2020	Запрос на проверку регистрации права пользования объектом недвижимости	true	5	производство, хранение и поставки произведенной спиртосодержащей пищевой продукции	5	ПХП_ССПП
2	Заявление о продлении	2023	Запрос на проверку уплаты государственной пошлины		5	производство, хранение и поставки произведенной спиртосодержащей пищевой продукции	5	ПХП_ССПП
54	Изменение места регистрации ТС (на адрес по месту нахождения организации)	1015	Поступление заявления о выдаче (продлении/переоформлении/возобновлении/прекращении)		15	перевозки этилового спирта	15	Т_ЭС
54	Изменение места регистрации ТС (на адрес по месту нахождения организации)	2016	Запрос на проверку государственной регистрации ЮЛ	true	15	перевозки этилового спирта	15	Т_ЭС
54	Изменение места регистрации ТС (на адрес по месту нахождения организации)	2017	Запрос на проверку статуса ЮЛ	true	15	перевозки этилового спирта	15	Т_ЭС
54	Изменение места регистрации ТС (на адрес по месту нахождения организации)	2019	Запрос на проверку постановки ЮЛ на учет в налоговом органе	true	15	перевозки этилового спирта	15	Т_ЭС
54	Изменение места регистрации ТС (на адрес по месту нахождения организации)	1027	Отзыв заявления о выдаче, продлении, переоформлении		15	перевозки этилового спирта	15	Т_ЭС
54	Изменение места регистрации ТС (на адрес по месту нахождения организации)	2002	Экспертиза документов		15	перевозки этилового спирта	15	Т_ЭС
2	Заявление о продлении	2002	Экспертиза документов		5	производство, хранение и поставки произведенной спиртосодержащей пищевой продукции	5	ПХП_ССПП
54	Изменение места регистрации ТС (на адрес по месту нахождения организации)	1030	Внесение данных в государственный реестр лицензий		15	перевозки этилового спирта	15	Т_ЭС
54	Изменение места регистрации ТС (на адрес по месту нахождения организации)	1031	Направление заявителю выписки из государственного реестра лицензий		15	перевозки этилового спирта	15	Т_ЭС
54	Изменение места регистрации ТС (на адрес по месту нахождения организации)	1015	Поступление заявления о выдаче (продлении/переоформлении/возобновлении/прекращении)		16	перевозки нефасованной спиртосодержащей пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	16	Т_ССПП
54	Изменение места регистрации ТС (на адрес по месту нахождения организации)	2016	Запрос на проверку государственной регистрации ЮЛ	true	16	перевозки нефасованной спиртосодержащей пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	16	Т_ССПП
54	Изменение места регистрации ТС (на адрес по месту нахождения организации)	2017	Запрос на проверку статуса ЮЛ	true	16	перевозки нефасованной спиртосодержащей пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	16	Т_ССПП
54	Изменение места регистрации ТС (на адрес по месту нахождения организации)	2019	Запрос на проверку постановки ЮЛ на учет в налоговом органе	true	16	перевозки нефасованной спиртосодержащей пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	16	Т_ССПП
54	Изменение места регистрации ТС (на адрес по месту нахождения организации)	1027	Отзыв заявления о выдаче, продлении, переоформлении		16	перевозки нефасованной спиртосодержащей пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	16	Т_ССПП
54	Изменение места регистрации ТС (на адрес по месту нахождения организации)	2002	Экспертиза документов		16	перевозки нефасованной спиртосодержащей пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	16	Т_ССПП
2	Заявление о продлении	2051	Уведомление о необходимости устранения выявленных нарушений		5	производство, хранение и поставки произведенной спиртосодержащей пищевой продукции	5	ПХП_ССПП
54	Изменение места регистрации ТС (на адрес по месту нахождения организации)	1030	Внесение данных в государственный реестр лицензий		16	перевозки нефасованной спиртосодержащей пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	16	Т_ССПП
54	Изменение места регистрации ТС (на адрес по месту нахождения организации)	1031	Направление заявителю выписки из государственного реестра лицензий		16	перевозки нефасованной спиртосодержащей пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	16	Т_ССПП
54	Изменение места регистрации ТС (на адрес по месту нахождения организации)	1015	Поступление заявления о выдаче (продлении/переоформлении/возобновлении/прекращении)		17	перевозки нефасованной спиртосодержащей не пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	17	Т_ССНП
54	Изменение места регистрации ТС (на адрес по месту нахождения организации)	2016	Запрос на проверку государственной регистрации ЮЛ	true	17	перевозки нефасованной спиртосодержащей не пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	17	Т_ССНП
54	Изменение места регистрации ТС (на адрес по месту нахождения организации)	2017	Запрос на проверку статуса ЮЛ	true	17	перевозки нефасованной спиртосодержащей не пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	17	Т_ССНП
54	Изменение места регистрации ТС (на адрес по месту нахождения организации)	2019	Запрос на проверку постановки ЮЛ на учет в налоговом органе	true	17	перевозки нефасованной спиртосодержащей не пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	17	Т_ССНП
54	Изменение места регистрации ТС (на адрес по месту нахождения организации)	1027	Отзыв заявления о выдаче, продлении, переоформлении		17	перевозки нефасованной спиртосодержащей не пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	17	Т_ССНП
54	Изменение места регистрации ТС (на адрес по месту нахождения организации)	2002	Экспертиза документов		17	перевозки нефасованной спиртосодержащей не пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	17	Т_ССНП
2	Заявление о продлении	2052	Дата и время фиксации уведомления об устранении нарушений		5	производство, хранение и поставки произведенной спиртосодержащей пищевой продукции	5	ПХП_ССПП
54	Изменение места регистрации ТС (на адрес по месту нахождения организации)	1030	Внесение данных в государственный реестр лицензий		17	перевозки нефасованной спиртосодержащей не пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	17	Т_ССНП
54	Изменение места регистрации ТС (на адрес по месту нахождения организации)	1031	Направление заявителю выписки из государственного реестра лицензий		17	перевозки нефасованной спиртосодержащей не пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	17	Т_ССНП
55	Уточнение/включение места расположения ПАС (на адрес по месту нахождения организации)	1015	Поступление заявления о выдаче (продлении/переоформлении/возобновлении/прекращении)		15	перевозки этилового спирта	15	Т_ЭС
55	Уточнение/включение места расположения ПАС (на адрес по месту нахождения организации)	2016	Запрос на проверку государственной регистрации ЮЛ	true	15	перевозки этилового спирта	15	Т_ЭС
55	Уточнение/включение места расположения ПАС (на адрес по месту нахождения организации)	2017	Запрос на проверку статуса ЮЛ	true	15	перевозки этилового спирта	15	Т_ЭС
55	Уточнение/включение места расположения ПАС (на адрес по месту нахождения организации)	2019	Запрос на проверку постановки ЮЛ на учет в налоговом органе	true	15	перевозки этилового спирта	15	Т_ЭС
55	Уточнение/включение места расположения ПАС (на адрес по месту нахождения организации)	1027	Отзыв заявления о выдаче, продлении, переоформлении		15	перевозки этилового спирта	15	Т_ЭС
55	Уточнение/включение места расположения ПАС (на адрес по месту нахождения организации)	2002	Экспертиза документов		15	перевозки этилового спирта	15	Т_ЭС
2	Заявление о продлении	2037	Задание на проведение оценки соответствия организации лицензионным требованиям		5	производство, хранение и поставки произведенной спиртосодержащей пищевой продукции	5	ПХП_ССПП
55	Уточнение/включение места расположения ПАС (на адрес по месту нахождения организации)	1030	Внесение данных в государственный реестр лицензий		15	перевозки этилового спирта	15	Т_ЭС
55	Уточнение/включение места расположения ПАС (на адрес по месту нахождения организации)	1031	Направление заявителю выписки из государственного реестра лицензий		15	перевозки этилового спирта	15	Т_ЭС
55	Уточнение/включение места расположения ПАС (на адрес по месту нахождения организации)	1015	Поступление заявления о выдаче (продлении/переоформлении/возобновлении/прекращении)		16	перевозки нефасованной спиртосодержащей пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	16	Т_ССПП
55	Уточнение/включение места расположения ПАС (на адрес по месту нахождения организации)	2016	Запрос на проверку государственной регистрации ЮЛ	true	16	перевозки нефасованной спиртосодержащей пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	16	Т_ССПП
55	Уточнение/включение места расположения ПАС (на адрес по месту нахождения организации)	2017	Запрос на проверку статуса ЮЛ	true	16	перевозки нефасованной спиртосодержащей пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	16	Т_ССПП
55	Уточнение/включение места расположения ПАС (на адрес по месту нахождения организации)	2019	Запрос на проверку постановки ЮЛ на учет в налоговом органе	true	16	перевозки нефасованной спиртосодержащей пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	16	Т_ССПП
55	Уточнение/включение места расположения ПАС (на адрес по месту нахождения организации)	1027	Отзыв заявления о выдаче, продлении, переоформлении		16	перевозки нефасованной спиртосодержащей пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	16	Т_ССПП
55	Уточнение/включение места расположения ПАС (на адрес по месту нахождения организации)	2002	Экспертиза документов		16	перевозки нефасованной спиртосодержащей пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	16	Т_ССПП
2	Заявление о продлении	2038	Приказ на проведение оценки соответствия организации лицензионным требованиям		5	производство, хранение и поставки произведенной спиртосодержащей пищевой продукции	5	ПХП_ССПП
55	Уточнение/включение места расположения ПАС (на адрес по месту нахождения организации)	1030	Внесение данных в государственный реестр лицензий		16	перевозки нефасованной спиртосодержащей пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	16	Т_ССПП
55	Уточнение/включение места расположения ПАС (на адрес по месту нахождения организации)	1031	Направление заявителю выписки из государственного реестра лицензий		16	перевозки нефасованной спиртосодержащей пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	16	Т_ССПП
55	Уточнение/включение места расположения ПАС (на адрес по месту нахождения организации)	1015	Поступление заявления о выдаче (продлении/переоформлении/возобновлении/прекращении)		17	перевозки нефасованной спиртосодержащей не пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	17	Т_ССНП
55	Уточнение/включение места расположения ПАС (на адрес по месту нахождения организации)	2016	Запрос на проверку государственной регистрации ЮЛ	true	17	перевозки нефасованной спиртосодержащей не пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	17	Т_ССНП
55	Уточнение/включение места расположения ПАС (на адрес по месту нахождения организации)	2017	Запрос на проверку статуса ЮЛ	true	17	перевозки нефасованной спиртосодержащей не пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	17	Т_ССНП
55	Уточнение/включение места расположения ПАС (на адрес по месту нахождения организации)	2019	Запрос на проверку постановки ЮЛ на учет в налоговом органе	true	17	перевозки нефасованной спиртосодержащей не пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	17	Т_ССНП
55	Уточнение/включение места расположения ПАС (на адрес по месту нахождения организации)	1027	Отзыв заявления о выдаче, продлении, переоформлении		17	перевозки нефасованной спиртосодержащей не пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	17	Т_ССНП
55	Уточнение/включение места расположения ПАС (на адрес по месту нахождения организации)	2002	Экспертиза документов		17	перевозки нефасованной спиртосодержащей не пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	17	Т_ССНП
2	Заявление о продлении	2039	Проведение оценки соответствия организации лицензионным требованиям		5	производство, хранение и поставки произведенной спиртосодержащей пищевой продукции	5	ПХП_ССПП
55	Уточнение/включение места расположения ПАС (на адрес по месту нахождения организации)	1030	Внесение данных в государственный реестр лицензий		17	перевозки нефасованной спиртосодержащей не пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	17	Т_ССНП
55	Уточнение/включение места расположения ПАС (на адрес по месту нахождения организации)	1031	Направление заявителю выписки из государственного реестра лицензий		17	перевозки нефасованной спиртосодержащей не пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	17	Т_ССНП
38	Включение транспортного средства перевозчика АП	2037	Задание на проведение оценки соответствия организации лицензионным требованиям		15	перевозки этилового спирта	15	Т_ЭС
38	Включение транспортного средства перевозчика АП	2038	Приказ на проведение оценки соответствия организации лицензионным требованиям		15	перевозки этилового спирта	15	Т_ЭС
38	Включение транспортного средства перевозчика АП	2039	Проведение оценки соответствия организации лицензионным требованиям		15	перевозки этилового спирта	15	Т_ЭС
38	Включение транспортного средства перевозчика АП	2040	Рассмотрение результатов оценки соответствия организации лицензионным требованиям		15	перевозки этилового спирта	15	Т_ЭС
2	Заявление о продлении	2040	Рассмотрение результатов оценки соответствия организации лицензионным требованиям		5	производство, хранение и поставки произведенной спиртосодержащей пищевой продукции	5	ПХП_ССПП
2	Заявление о продлении	2041	Решение о выдаче лицензии (продлении/переоформлении/возобновлении/прекращении)		5	производство, хранение и поставки произведенной спиртосодержащей пищевой продукции	5	ПХП_ССПП
2	Заявление о продлении	2047	Внесение данных в государственный реестр лицензий		5	производство, хранение и поставки произведенной спиртосодержащей пищевой продукции	5	ПХП_ССПП
2	Заявление о продлении	2048	Направление заявителю выписки из государственного реестра лицензий		5	производство, хранение и поставки произведенной спиртосодержащей пищевой продукции	5	ПХП_ССПП
54	Изменение места регистрации ТС (на адрес по месту нахождения организации)	2037	Задание на проведение оценки соответствия организации лицензионным требованиям		15	перевозки этилового спирта	15	Т_ЭС
54	Изменение места регистрации ТС (на адрес по месту нахождения организации)	2038	Приказ на проведение оценки соответствия организации лицензионным требованиям		15	перевозки этилового спирта	15	Т_ЭС
54	Изменение места регистрации ТС (на адрес по месту нахождения организации)	2039	Проведение оценки соответствия организации лицензионным требованиям		15	перевозки этилового спирта	15	Т_ЭС
54	Изменение места регистрации ТС (на адрес по месту нахождения организации)	2040	Рассмотрение результатов оценки соответствия организации лицензионным требованиям		15	перевозки этилового спирта	15	Т_ЭС
55	Уточнение/включение места расположения ПАС (на адрес по месту нахождения организации)	2037	Задание на проведение оценки соответствия организации лицензионным требованиям		15	перевозки этилового спирта	15	Т_ЭС
55	Уточнение/включение места расположения ПАС (на адрес по месту нахождения организации)	2038	Приказ на проведение оценки соответствия организации лицензионным требованиям		15	перевозки этилового спирта	15	Т_ЭС
55	Уточнение/включение места расположения ПАС (на адрес по месту нахождения организации)	2039	Проведение оценки соответствия организации лицензионным требованиям		15	перевозки этилового спирта	15	Т_ЭС
55	Уточнение/включение места расположения ПАС (на адрес по месту нахождения организации)	2040	Рассмотрение результатов оценки соответствия организации лицензионным требованиям		15	перевозки этилового спирта	15	Т_ЭС
38	Включение транспортного средства перевозчика АП	2037	Задание на проведение оценки соответствия организации лицензионным требованиям		16	перевозки нефасованной спиртосодержащей пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	16	Т_ССПП
38	Включение транспортного средства перевозчика АП	2038	Приказ на проведение оценки соответствия организации лицензионным требованиям		16	перевозки нефасованной спиртосодержащей пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	16	Т_ССПП
38	Включение транспортного средства перевозчика АП	2039	Проведение оценки соответствия организации лицензионным требованиям		16	перевозки нефасованной спиртосодержащей пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	16	Т_ССПП
38	Включение транспортного средства перевозчика АП	2040	Рассмотрение результатов оценки соответствия организации лицензионным требованиям		16	перевозки нефасованной спиртосодержащей пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	16	Т_ССПП
2	Заявление о продлении	2042	Решение об отказе в выдаче лицензии (продлении/переоформлении/возобновлении/прекращении)		5	производство, хранение и поставки произведенной спиртосодержащей пищевой продукции	5	ПХП_ССПП
2	Заявление о продлении	1015	Поступление заявления о выдаче (продлении/переоформлении/возобновлении/прекращении)		6	производство, хранение и поставки спиртосодержащей непищевой продукции	6	ПХП_ССНП
2	Заявление о продлении	2034	Запрос на проверку государственной регистрации ИП	true	6	производство, хранение и поставки спиртосодержащей непищевой продукции	6	ПХП_ССНП
2	Заявление о продлении	2035	Запрос на проверку статуса ИП	true	6	производство, хранение и поставки спиртосодержащей непищевой продукции	6	ПХП_ССНП
54	Изменение места регистрации ТС (на адрес по месту нахождения организации)	2037	Задание на проведение оценки соответствия организации лицензионным требованиям		16	перевозки нефасованной спиртосодержащей пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	16	Т_ССПП
54	Изменение места регистрации ТС (на адрес по месту нахождения организации)	2038	Приказ на проведение оценки соответствия организации лицензионным требованиям		16	перевозки нефасованной спиртосодержащей пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	16	Т_ССПП
54	Изменение места регистрации ТС (на адрес по месту нахождения организации)	2039	Проведение оценки соответствия организации лицензионным требованиям		16	перевозки нефасованной спиртосодержащей пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	16	Т_ССПП
54	Изменение места регистрации ТС (на адрес по месту нахождения организации)	2040	Рассмотрение результатов оценки соответствия организации лицензионным требованиям		16	перевозки нефасованной спиртосодержащей пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	16	Т_ССПП
55	Уточнение/включение места расположения ПАС (на адрес по месту нахождения организации)	2037	Задание на проведение оценки соответствия организации лицензионным требованиям		16	перевозки нефасованной спиртосодержащей пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	16	Т_ССПП
55	Уточнение/включение места расположения ПАС (на адрес по месту нахождения организации)	2038	Приказ на проведение оценки соответствия организации лицензионным требованиям		16	перевозки нефасованной спиртосодержащей пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	16	Т_ССПП
55	Уточнение/включение места расположения ПАС (на адрес по месту нахождения организации)	2039	Проведение оценки соответствия организации лицензионным требованиям		16	перевозки нефасованной спиртосодержащей пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	16	Т_ССПП
55	Уточнение/включение места расположения ПАС (на адрес по месту нахождения организации)	2040	Рассмотрение результатов оценки соответствия организации лицензионным требованиям		16	перевозки нефасованной спиртосодержащей пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	16	Т_ССПП
38	Включение транспортного средства перевозчика АП	2037	Задание на проведение оценки соответствия организации лицензионным требованиям		17	перевозки нефасованной спиртосодержащей не пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	17	Т_ССНП
38	Включение транспортного средства перевозчика АП	2038	Приказ на проведение оценки соответствия организации лицензионным требованиям		17	перевозки нефасованной спиртосодержащей не пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	17	Т_ССНП
38	Включение транспортного средства перевозчика АП	2039	Проведение оценки соответствия организации лицензионным требованиям		17	перевозки нефасованной спиртосодержащей не пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	17	Т_ССНП
38	Включение транспортного средства перевозчика АП	2040	Рассмотрение результатов оценки соответствия организации лицензионным требованиям		17	перевозки нефасованной спиртосодержащей не пищевой продукции с содержанием этилового спирта более 25 процентов объема готовой продукции	17	Т_ССНП
